score,time,nok,nko,groupName,userId,moduleName,nsession,date,sumscore,sumtime,sumnok,sumnko,sumnsession,day,month,year,week
0.88,10,11,8,AM 2,2660084,Les Fondamentaux Campus,1,18/09/2017,0.88,10,11,8,1,18,09,2017,38
32.94,18,127,7,AM 2,2660085,Supérieur,1,26/09/2017,32.94,18,127,7,1,26,09,2017,39
8.94,8,56,10,AM 2,2660085,Supérieur,1,27/09/2017,41.88,26,183,17,2,27,09,2017,39
31.099999999999994,17,181,45,AM 2,2660085,Supérieur,1,02/10/2017,72.97999999999998,43,364,62,3,02,10,2017,40
9.4,5,45,7,AM 2,2660085,Supérieur,1,13/10/2017,82.38,48,409,69,4,13,10,2017,41
4.0,5,31,26,AM 2,2660085,Supérieur,1,20/10/2017,86.38,53,440,95,5,20,10,2017,42
7.64,12,28,4,AM 2,2660086,Les Fondamentaux Campus,1,13/09/2017,7.64,12,28,4,1,13,09,2017,37
1.88,34,10,2,AM 2,2660086,Les Fondamentaux Campus,1,05/10/2017,9.52,46,38,6,2,05,10,2017,40
4.64,10,18,3,AM 2,2660086,Les Fondamentaux Campus,1,16/10/2017,14.16,56,56,9,3,16,10,2017,42
4.64,5,29,8,AM 2,2660086,Les Fondamentaux Campus,1,23/11/2017,18.8,61,85,17,4,23,11,2017,47
41.88,14,153,8,AM 2,2660088,Supérieur,1,13/09/2017,41.88,14,153,8,1,13,09,2017,37
27.82,15,170,25,AM 2,2660088,Supérieur,1,19/09/2017,69.7,29,323,33,2,19,09,2017,38
27.580000000000005,17,200,45,AM 2,2660088,Supérieur,1,21/09/2017,97.28,46,523,78,3,21,09,2017,38
0.0,0,2,0,AM 2,2660088,Supérieur,1,29/01/2018,97.28,46,525,78,4,29,01,2018,5
12.82,37,145,49,AM 2,2660089,Les Fondamentaux Campus,1,20/09/2017,12.82,37,145,49,1,20,09,2017,38
6.4,6,35,13,AM 2,2660089,Les Fondamentaux Campus,1,21/09/2017,19.22,43,180,62,2,21,09,2017,38
1.0,4,12,10,AM 2,2660089,Les Fondamentaux Campus,1,02/10/2017,20.22,47,192,72,3,02,10,2017,40
40.0,83,426,88,AM 2,2660090,Les Fondamentaux Campus,1,13/09/2017,40.0,83,426,88,1,13,09,2017,37
71.0,114,887,246,AM 2,2660090,Les Fondamentaux Campus,1,14/09/2017,111.0,197,1313,334,2,14,09,2017,37
47.82,62,719,278,AM 2,2660090,Pro,1,15/09/2017,158.82,259,2032,612,3,15,09,2017,37
51.82,73,954,413,AM 2,2660090,Pont supérieur,1,18/09/2017,210.64,332,2986,1025,4,18,09,2017,38
23.2,37,195,60,AM 2,2660091,Les Fondamentaux Campus,1,13/09/2017,23.2,37,195,60,1,13,09,2017,37
20.680000000000003,23,128,42,AM 2,2660091,Les Fondamentaux Campus,1,14/09/2017,43.88,60,323,102,2,14,09,2017,37
13.280000000000005,9,101,29,AM 2,2660091,Pro,1,20/09/2017,57.16,69,424,131,3,20,09,2017,38
4.88,16,57,15,AM 2,2660091,Pro,1,19/10/2017,62.040000000000006,85,481,146,4,19,10,2017,42
18.44,31,153,50,AM 2,2660092,Les Fondamentaux Campus,1,13/09/2017,18.44,31,153,50,1,13,09,2017,37
2.76,11,32,28,AM 2,2660092,Les Fondamentaux Campus,1,14/09/2017,21.200000000000006,42,185,78,2,14,09,2017,37
0.88,7,13,20,AM 2,2660093,Les Fondamentaux Campus,1,12/09/2017,0.88,7,13,20,1,12,09,2017,37
14.0,3,42,0,AM 2,2660094,Supérieur,1,19/09/2017,14.0,3,42,0,1,19,09,2017,38
85.51999999999998,79,443,55,AM 2,2660094,Supérieur,1,21/09/2017,99.51999999999998,82,485,55,2,21,09,2017,38
11.28,45,74,18,AM 2,2660094,Supérieur,1,28/09/2017,110.79999999999998,127,559,73,3,28,09,2017,39
26.32,30,199,48,AM 2,2660094,Supérieur,1,19/10/2017,137.11999999999998,157,758,121,4,19,10,2017,42
12.94,11,69,9,AM 2,2660095,Les Fondamentaux Campus,1,13/09/2017,12.94,11,69,9,1,13,09,2017,37
6.4,13,74,33,AM 2,2660095,Les Fondamentaux Campus,1,14/09/2017,19.34,24,143,42,2,14,09,2017,37
1.0,16,40,47,AM 2,2660095,Les Fondamentaux Campus,1,18/09/2017,20.34,40,183,89,3,18,09,2017,38
10.76,8,45,5,AM 2,2660096,Les Fondamentaux Campus,1,05/10/2017,10.76,8,45,5,1,05,10,2017,40
27.640000000000004,31,175,39,AM 2,2660097,Supérieur,1,19/09/2017,27.640000000000004,31,175,39,1,19,09,2017,38
13.94,9,80,14,AM 2,2660097,Supérieur,1,21/09/2017,41.58000000000001,40,255,53,2,21,09,2017,38
26.679999999999996,24,187,53,AM 2,2660097,Supérieur,1,26/09/2017,68.25999999999999,64,442,106,3,26,09,2017,39
12.680000000000005,14,98,33,AM 2,2660097,Supérieur,1,27/09/2017,80.94,78,540,139,4,27,09,2017,39
2.0,2,10,10,AM 2,2660097,Supérieur,1,18/10/2017,82.94,80,550,149,5,18,10,2017,42
1.0,0,1,2,AM 2,2660097,Supérieur,1,21/12/2017,83.94,80,551,151,6,21,12,2017,51
27.16,13,127,26,AM 2,2660098,Supérieur,1,17/09/2017,27.16,13,127,26,1,17,09,2017,37
14.400000000000002,5,63,11,AM 2,2660098,Supérieur,1,22/09/2017,41.56,18,190,37,2,22,09,2017,38
16.800000000000004,13,121,45,AM 2,2660098,Supérieur,1,02/10/2017,58.36000000000001,31,311,82,3,02,10,2017,40
0.0,0,1,1,AM 2,2660098,Supérieur,1,08/10/2017,58.36000000000001,31,312,83,4,08,10,2017,40
3.82,23,55,22,AM 2,2660099,Les Fondamentaux Campus,1,13/09/2017,3.82,23,55,22,1,13,09,2017,37
15.340000000000005,27,122,34,AM 2,2660099,Les Fondamentaux Campus,1,26/09/2017,19.160000000000004,50,177,56,2,26,09,2017,39
4.4,12,41,27,AM 2,2660099,Les Fondamentaux Campus,1,27/09/2017,23.56,62,218,83,3,27,09,2017,39
6.76,9,47,13,AM 2,2660099,Les Fondamentaux Campus,1,02/10/2017,30.32,71,265,96,4,02,10,2017,40
20.0,24,71,3,AM 2,2660100,Les Fondamentaux Campus,1,22/09/2017,20.0,24,71,3,1,22,09,2017,38
5.0,22,49,12,AM 2,2660100,Les Fondamentaux Campus,1,01/10/2017,25.0,46,120,15,2,01,10,2017,39
7.0,16,35,4,AM 2,2660100,Les Fondamentaux Campus,1,04/11/2017,32.0,62,155,19,3,04,11,2017,44
8.0,12,24,0,AM 2,2660100,Les Fondamentaux Campus,1,06/11/2017,40.0,74,179,19,4,06,11,2017,45
3.64,4,21,9,AM 2,2660101,Les Fondamentaux Campus,1,12/09/2017,3.64,4,21,9,1,12,09,2017,37
17.680000000000003,21,146,68,AM 2,2660101,Les Fondamentaux Campus,1,02/10/2017,21.320000000000004,25,167,77,2,02,10,2017,40
13.94,6,75,21,AM 2,2660103,Supérieur,1,13/09/2017,13.94,6,75,21,1,13,09,2017,37
28.0,14,153,22,AM 2,2660103,Supérieur,1,19/09/2017,41.94,20,228,43,2,19,09,2017,38
40.62000000000001,31,213,38,AM 2,2660103,Supérieur,1,20/09/2017,82.56,51,441,81,3,20,09,2017,38
12.800000000000002,17,105,60,AM 2,2660103,Supérieur,1,23/09/2017,95.36,68,546,141,4,23,09,2017,38
26.46,24,128,16,AM 2,2660104,Supérieur,1,13/09/2017,26.46,24,128,16,1,13,09,2017,37
42.16000000000001,24,185,26,AM 2,2660104,Supérieur,1,14/09/2017,68.62,48,313,42,2,14,09,2017,37
13.88,15,124,27,AM 2,2660106,Supérieur,1,13/09/2017,13.88,15,124,27,1,13,09,2017,37
13.76,20,128,36,AM 2,2660106,Supérieur,1,15/09/2017,27.64,35,252,63,2,15,09,2017,37
11.759999999999998,44,246,151,AM 2,2660106,Supérieur,1,20/09/2017,39.4,79,498,214,3,20,09,2017,38
2.0,1,6,0,AM 2,2660106,Supérieur,1,22/09/2017,41.4,80,504,214,4,22,09,2017,38
26.74,49,292,127,AM 2,2660106,Supérieur,1,05/11/2017,68.14,129,796,341,5,05,11,2017,44
1.76,725,20,9,AM 2,2660106,Supérieur,1,30/01/2018,69.9,854,816,350,6,30,01,2018,5
10.86,60,197,97,AM 2,2660106,Supérieur,1,21/02/2018,80.76,914,1013,447,7,21,02,2018,8
7.46,30,87,56,AM 2,2660106,Supérieur,1,22/03/2018,88.22,944,1100,503,8,22,03,2018,12
18.38,47,156,56,AM 2,2660106,Supérieur,1,26/03/2018,106.6,991,1256,559,9,26,03,2018,13
3.88,48,85,50,AM 2,2660107,Les Fondamentaux Campus,1,13/09/2017,3.88,48,85,50,1,13,09,2017,37
15.519999999999998,41,204,70,AM 2,2660107,Les Fondamentaux Campus,1,14/09/2017,19.4,89,289,120,2,14,09,2017,37
6.76,60,160,157,AM 2,2660107,Les Fondamentaux Campus,1,15/09/2017,26.16,149,449,277,3,15,09,2017,37
5.0,33,47,13,AM 2,2660107,Les Fondamentaux Campus,1,27/09/2017,31.16,182,496,290,4,27,09,2017,39
3.76,3,15,2,AM 2,2660107,Les Fondamentaux Campus,1,16/10/2017,34.919999999999995,185,511,292,5,16,10,2017,42
3.76,3,19,5,AM 2,2660107,Les Fondamentaux Campus,1,17/10/2017,38.67999999999999,188,530,297,6,17,10,2017,42
0.0,1,2,3,AM 2,2660107,Les Fondamentaux Campus,1,20/10/2017,38.67999999999999,189,532,300,7,20,10,2017,42
0.0,3,3,7,AM 2,2660107,Les Fondamentaux Campus,1,21/10/2017,38.67999999999999,192,535,307,8,21,10,2017,42
3.88,7,28,10,AM 2,2660108,Les Fondamentaux Campus,1,14/09/2017,3.88,7,28,10,1,14,09,2017,37
26.68,21,121,21,AM 2,2660108,Les Fondamentaux Campus,1,02/10/2017,30.56,28,149,31,2,02,10,2017,40
3.0,10,32,22,AM 2,2660111,Les Fondamentaux Campus,1,13/09/2017,3.0,10,32,22,1,13,09,2017,37
44.0,103,494,162,AM 2,2660111,Les Fondamentaux Campus,1,25/09/2017,47.0,113,526,184,2,25,09,2017,39
20.88,30,200,45,AM 2,2660111,Pro,1,08/10/2017,67.88,143,726,229,3,08,10,2017,40
6.82,20,111,39,AM 2,2660111,Pro,1,16/10/2017,74.69999999999997,163,837,268,4,16,10,2017,42
13.699999999999998,37,120,32,AM 2,2660111,Pro,1,21/11/2017,88.39999999999998,200,957,300,5,21,11,2017,47
19.919999999999995,50,238,81,AM 2,2660111,Pro,1,22/11/2017,108.32,250,1195,381,6,22,11,2017,47
6.52,7,54,25,AM 2,2660111,Pro,1,27/11/2017,114.84,257,1249,406,7,27,11,2017,48
6.16,8,59,31,AM 2,2660111,Pro,1,06/12/2017,121.0,265,1308,437,8,06,12,2017,49
6.16,17,76,32,AM 2,2660111,Pro,1,07/12/2017,127.15999999999998,282,1384,469,9,07,12,2017,49
38.52000000000001,36,185,41,AM 2,2660111,Pont supérieur,1,20/02/2018,165.68,318,1569,510,10,20,02,2018,8
7.699999999999998,32,80,23,AM 2,2660112,Les Fondamentaux Campus,1,13/09/2017,7.699999999999998,32,80,23,1,13,09,2017,37
11.340000000000002,46,109,49,AM 2,2660112,Les Fondamentaux Campus,1,01/10/2017,19.04,78,189,72,2,01,10,2017,39
0.0,4,4,8,AM 2,2660112,Les Fondamentaux Campus,1,01/02/2018,19.04,82,193,80,3,01,02,2018,5
13.64,5,50,10,AM 2,2660113,Supérieur,1,21/09/2017,13.64,5,50,10,1,21,09,2017,38
22.04,33,141,53,AM 2,2660114,Les Fondamentaux Campus,1,20/09/2017,22.04,33,141,53,1,20,09,2017,38
23.74,33,184,65,FED 2,2660116,Les Fondamentaux Campus,1,12/09/2017,23.74,33,184,65,1,12,09,2017,37
1.0,0,3,0,FED 2,2660118,Les Fondamentaux Campus,1,03/12/2017,1.0,0,3,0,1,03,12,2017,48
4.52,15,79,65,FED 2,2660118,Les Fondamentaux Campus,1,21/03/2018,5.52,15,82,65,2,21,03,2018,12
62.81999999999999,1115,1040,255,FED 2,2660121,Supérieur,1,12/09/2017,62.81999999999999,1115,1040,255,1,12,09,2017,37
7.0,487,161,59,FED 2,2660121,Supérieur,1,13/09/2017,69.82,1602,1201,314,2,13,09,2017,37
27.94,275,656,212,FED 2,2660121,Supérieur,1,14/09/2017,97.76,1877,1857,526,3,14,09,2017,37
13.88,27,269,92,FED 2,2660121,Supérieur,1,03/10/2017,111.64,1904,2126,618,4,03,10,2017,40
13.76,64,311,120,FED 2,2660121,Supérieur,1,15/11/2017,125.4,1968,2437,738,5,15,11,2017,46
6.76,170,201,140,FED 2,2660121,Supérieur,1,21/11/2017,132.16,2138,2638,878,6,21,11,2017,47
0.94,16,19,7,FED 2,2660121,Supérieur,1,26/12/2017,133.1,2154,2657,885,7,26,12,2017,52
5.76,28,172,110,FED 2,2660121,Supérieur,1,24/01/2018,138.86,2182,2829,995,8,24,01,2018,4
21.84,18,201,82,FED 2,2660121,Orthotypographie,1,21/03/2018,160.7,2200,3030,1077,9,21,03,2018,12
9.76,22,51,15,FED 2,2660122,Supérieur,1,21/03/2018,9.76,22,51,15,1,21,03,2018,12
18.44,45,184,65,FED 2,2660123,Les Fondamentaux Campus,1,20/12/2017,18.44,45,184,65,1,20,12,2017,51
10.0,4,15,12,FED 2,2660125,Supérieur,1,21/03/2018,10.0,4,15,12,1,21,03,2018,12
17.680000000000003,48,117,37,FED 2,2660127,Les Fondamentaux Campus,1,12/09/2017,17.680000000000003,48,117,37,1,12,09,2017,37
24.219999999999995,60,229,80,FED 2,2660128,Les Fondamentaux Campus,1,08/09/2017,24.219999999999995,60,229,80,1,08,09,2017,36
20.44,68,186,96,FED 2,2660128,Les Fondamentaux Campus,1,09/09/2017,44.66,128,415,176,2,09,09,2017,36
27.219999999999995,31,236,105,FED 2,2660128,Pro,1,10/09/2017,71.88,159,651,281,3,10,09,2017,36
27.28,25,121,20,FED 2,2660130,Supérieur,1,12/09/2017,27.28,25,121,20,1,12,09,2017,37
6.0,1,7,9,FED 2,2660133,Supérieur,1,12/09/2017,6.0,1,7,9,1,12,09,2017,37
13.4,25,70,21,FED 2,2660134,Les Fondamentaux Campus,1,11/10/2017,13.4,25,70,21,1,11,10,2017,41
28.0,50,309,44,FED 1,2660625,Supérieur,1,06/09/2017,28.0,50,309,44,1,06,09,2017,36
14.0,20,174,29,FED 1,2660625,Supérieur,1,10/09/2017,42.0,70,483,73,2,10,09,2017,36
81.77999999999996,146,926,231,FED 1,2660625,Supérieur,1,19/09/2017,123.77999999999996,216,1409,304,3,19,09,2017,38
10.04,25,108,52,FED 1,2660625,Supérieur,1,07/12/2017,133.81999999999996,241,1517,356,4,07,12,2017,49
2.76,6,22,11,FED 1,2660625,Supérieur,1,20/03/2018,136.57999999999996,247,1539,367,5,20,03,2018,12
22.62,21,183,72,FED 1,2660625,Orthotypographie,1,21/03/2018,159.19999999999996,268,1722,439,6,21,03,2018,12
3.76,18,42,22,FED 1,2660626,Les Fondamentaux Campus,1,11/10/2017,3.76,18,42,22,1,11,10,2017,41
14.680000000000005,68,153,65,FED 1,2660626,Les Fondamentaux Campus,1,20/03/2018,18.440000000000005,86,195,87,2,20,03,2018,12
7.879999999999999,18,47,9,FED 1,2660627,Les Fondamentaux Campus,1,19/09/2017,7.879999999999999,18,47,9,1,19,09,2017,38
11.88,38,89,17,FED 1,2660627,Les Fondamentaux Campus,1,11/10/2017,19.76,56,136,26,2,11,10,2017,41
4.94,33,80,25,FED 1,2660627,Les Fondamentaux Campus,1,20/12/2017,24.7,89,216,51,3,20,12,2017,51
7.0,12,25,1,FED 1,2660627,Les Fondamentaux Campus,1,28/12/2017,31.7,101,241,52,4,28,12,2017,52
7.88,22,31,3,FED 1,2660627,Les Fondamentaux Campus,1,20/03/2018,39.58,123,272,55,5,20,03,2018,12
6.4,43,36,10,FED 1,2660627,Les Fondamentaux Campus,1,21/03/2018,45.98,166,308,65,6,21,03,2018,12
5.0,12,16,4,FED 1,2660627,Pro,1,27/03/2018,50.98,178,324,69,7,27,03,2018,13
13.0,32,123,29,FED 1,2660628,Les Fondamentaux Campus,1,06/09/2017,13.0,32,123,29,1,06,09,2017,36
34.0,78,340,96,FED 1,2660628,Les Fondamentaux Campus,1,07/09/2017,47.0,110,463,125,2,07,09,2017,36
13.94,26,121,32,FED 1,2660628,Pro,1,19/09/2017,60.94,136,584,157,3,19,09,2017,38
6.88,25,120,45,FED 1,2660628,Pro,1,24/09/2017,67.82,161,704,202,4,24,09,2017,38
6.94,21,135,48,FED 1,2660628,Pro,1,28/09/2017,74.75999999999998,182,839,250,5,28,09,2017,39
6.76,11,65,17,FED 1,2660628,Pro,1,29/09/2017,81.52,193,904,267,6,29,09,2017,39
6.82,30,113,57,FED 1,2660628,Pro,1,15/10/2017,88.34,223,1017,324,7,15,10,2017,41
8.879999999999997,23,111,38,FED 1,2660628,Pro,1,14/12/2017,97.22,246,1128,362,8,14,12,2017,50
6.0,9,45,12,FED 1,2660628,Pro,1,15/12/2017,103.22,255,1173,374,9,15,12,2017,50
5.64,22,68,30,FED 1,2660628,Pro,1,20/03/2018,108.86,277,1241,404,10,20,03,2018,12
1.0,1,1,4,FED 1,2660628,Pro,1,27/03/2018,109.86,278,1242,408,11,27,03,2018,13
12.88,10,54,6,FED 1,2660629,Les Fondamentaux Campus,1,19/09/2017,12.88,10,54,6,1,19,09,2017,38
6.88,4,42,7,FED 1,2660629,Les Fondamentaux Campus,1,21/09/2017,19.76,14,96,13,2,21,09,2017,38
4.76,38,92,86,FED 1,2660629,Les Fondamentaux Campus,1,11/10/2017,24.52,52,188,99,3,11,10,2017,41
21.34,27,112,23,FED 1,2660629,Les Fondamentaux Campus,1,20/03/2018,45.86,79,300,122,4,20,03,2018,12
26.04,19,138,42,FED 1,2660629,Pro,1,21/03/2018,71.9,98,438,164,5,21,03,2018,12
19.4,74,222,105,FED 1,2660630,Les Fondamentaux Campus,1,19/09/2017,19.4,74,222,105,1,19,09,2017,38
3.82,41,91,32,FED 1,2660631,Les Fondamentaux Campus,1,06/09/2017,3.82,41,91,32,1,06,09,2017,36
3.94,19,76,37,FED 1,2660631,Les Fondamentaux Campus,1,17/09/2017,7.76,60,167,69,2,17,09,2017,37
11.160000000000002,47,138,61,FED 1,2660631,Les Fondamentaux Campus,1,19/09/2017,18.92,107,305,130,3,19,09,2017,38
3.64,19,28,11,FED 1,2660631,Les Fondamentaux Campus,1,20/03/2018,22.56,126,333,141,4,20,03,2018,12
18.520000000000003,30,86,23,FED 1,2660631,Les Fondamentaux Campus,1,21/03/2018,41.08000000000001,156,419,164,5,21,03,2018,12
0.0,8,1,3,FED 1,2660631,Les Fondamentaux Campus,1,27/03/2018,41.08000000000001,164,420,167,6,27,03,2018,13
23.55999999999999,165,213,70,FED 1,2660632,Les Fondamentaux Campus,1,19/09/2017,23.55999999999999,165,213,70,1,19,09,2017,38
20.8,41,131,40,FED 1,2660632,Les Fondamentaux Campus,1,21/03/2018,44.35999999999999,206,344,110,2,21,03,2018,12
27.279999999999994,30,147,33,FED 1,2660632,Pro,1,27/03/2018,71.63999999999999,236,491,143,3,27,03,2018,13
